1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;24;246;246;63;63;180;35;0;0;0
1;34;246;24;59;246;108;63;180;35;0;0;0
1;34;246;24;60;246;108;63;180;35;0;0;0
1;34;246;24;61;246;108;63;180;35;0;0;0
1;34;246;24;62;246;108;63;180;35;0;0;0
1;34;246;24;63;246;108;63;180;35;0;0;0
1;34;246;24;64;246;108;63;180;35;0;0;0
1;34;246;24;65;246;108;63;180;35;0;0;0
1;34;246;24;66;246;108;63;180;35;0;0;0
1;34;246;24;67;246;108;63;180;35;0;0;0
1;34;246;24;68;246;108;63;180;35;0;0;0
1;34;246;24;69;246;108;63;180;35;0;0;0
1;34;246;24;69;246;108;63;180;35;0;1;0
1;34;246;24;70;246;108;63;180;35;0;1;0
1;34;246;24;70;246;108;63;180;36;0;1;0
1;18;246;24;71;246;108;63;180;36;0;1;0
1;18;246;24;71;246;108;63;180;37;0;1;0
1;2;246;24;72;246;108;63;180;37;0;1;0
1;2;246;24;72;246;108;63;180;38;0;1;0
1;242;246;24;73;246;108;63;180;38;0;1;0
1;242;246;24;73;246;108;63;180;39;0;1;0
1;226;246;24;74;246;108;63;180;39;0;1;0
1;226;246;25;74;246;108;63;180;40;0;1;0
1;210;246;25;75;246;108;63;180;40;0;1;0
1;210;246;25;59;75;61;108;180;41;0;1;0
1;194;246;25;60;76;61;108;180;41;0;1;0
1;194;246;25;60;76;61;108;180;42;0;1;0
1;178;246;25;61;77;61;108;180;42;0;1;0
1;178;246;25;61;77;61;108;180;43;0;1;0
1;162;246;25;62;78;61;108;180;43;0;1;0
1;162;246;25;62;246;61;108;180;44;0;1;0
1;146;246;25;63;246;61;108;180;44;0;1;0
1;146;246;25;63;246;61;108;180;45;0;1;0
1;115;246;25;64;246;61;108;180;45;0;1;0
1;115;246;25;64;246;61;108;180;46;0;1;0
1;99;246;25;65;246;61;108;180;46;0;1;0
1;99;246;25;65;246;61;108;180;47;0;1;0
1;83;246;25;66;246;61;108;180;47;0;1;0
1;83;246;25;66;246;61;108;180;48;0;1;0
1;67;246;25;67;246;61;108;180;48;0;1;0
1;67;246;25;67;246;61;108;180;49;0;1;0
1;51;246;25;68;246;61;108;180;49;0;1;0
1;51;246;25;68;246;61;108;180;50;0;1;0
1;35;246;25;69;246;61;108;180;50;0;1;0
1;35;246;25;69;246;61;108;180;51;0;1;0
1;19;246;25;70;246;61;108;180;51;0;1;0
1;19;246;25;70;246;61;108;180;52;0;1;0
1;3;246;25;71;246;61;108;180;52;0;1;0
1;3;246;25;71;246;61;108;180;53;0;1;0
1;243;246;25;72;246;61;108;180;53;0;1;0
1;243;246;25;72;246;61;108;180;54;0;0;0
1;227;246;25;73;246;61;108;180;54;0;0;0
1;227;246;25;74;246;61;108;180;54;0;0;0
1;227;246;26;74;246;61;108;180;54;0;0;0
1;227;246;26;75;246;61;108;180;54;0;0;0
1;227;246;26;59;75;62;61;180;54;0;0;0
1;227;246;26;60;76;62;61;180;54;0;0;0
1;227;246;26;61;77;62;61;180;54;0;0;0
1;227;246;26;62;78;62;61;180;54;0;0;0
1;227;246;26;63;79;62;61;180;54;0;0;0
1;227;246;26;64;80;62;61;180;54;0;0;0
1;227;246;26;65;81;62;61;180;54;0;0;0
1;227;246;26;66;82;62;61;180;54;0;0;0
1;227;246;26;66;82;62;61;180;54;0;0;1
1;227;246;26;67;83;62;61;180;54;0;0;1
1;227;246;26;67;83;62;61;180;53;0;0;1
1;243;246;26;68;84;62;61;180;53;0;0;1
1;243;246;26;68;84;62;61;180;52;0;0;1
1;3;246;26;69;85;62;61;180;52;0;0;1
1;3;246;26;69;85;62;61;180;51;0;0;1
1;19;246;26;70;86;62;61;180;51;0;0;1
1;19;246;26;70;86;62;61;180;50;0;0;1
1;35;246;26;71;87;62;61;180;50;0;0;1
1;35;246;26;71;87;62;61;180;49;0;0;1
1;51;246;26;72;88;62;61;180;49;0;0;1
1;51;246;26;72;88;62;61;180;48;0;0;1
1;67;246;26;73;89;62;61;180;48;0;0;1
1;67;246;26;73;89;62;61;180;47;0;0;1
1;83;246;26;74;90;62;61;180;47;0;0;1
1;83;246;27;74;90;62;61;180;46;0;0;0
1;99;246;27;75;91;62;61;180;46;0;0;0
1;99;246;27;76;92;62;61;180;46;0;0;0
1;99;246;27;77;93;62;61;180;46;0;0;0
1;99;246;27;78;94;62;61;180;46;0;0;0
1;99;246;27;79;95;62;61;180;46;0;0;0
1;99;246;27;80;96;62;61;180;46;0;0;0
1;99;246;27;81;97;62;61;180;46;0;0;0
1;99;246;27;82;98;62;61;180;46;0;0;0
1;99;246;27;83;99;62;61;180;46;0;0;0
1;99;246;27;84;100;62;61;180;46;0;0;0
1;99;246;27;85;101;62;61;180;46;0;0;0
1;99;246;27;86;102;62;61;180;46;0;0;0
1;99;246;27;87;103;62;61;180;46;0;0;0
1;99;246;27;87;103;62;61;180;46;1;0;0
1;99;127;27;88;104;62;61;180;46;1;0;0
1;99;125;27;88;104;62;61;180;46;1;0;0
1;99;125;27;89;105;62;61;180;46;1;0;0
1;99;123;27;89;105;62;61;180;46;1;0;0
1;99;123;27;90;106;62;61;180;46;1;0;0
1;99;121;28;90;106;62;61;180;46;1;0;0
1;99;121;28;91;107;62;61;180;46;1;0;0
1;99;246;28;91;107;62;61;180;46;0;0;0
1;99;246;28;92;246;62;61;180;46;0;0;0
1;99;246;28;59;92;48;62;180;46;0;0;0
1;99;246;28;60;93;48;62;180;46;0;0;0
1;99;246;28;61;94;48;62;180;46;0;0;0
1;99;246;28;62;95;48;62;180;46;0;0;0
1;99;246;28;63;96;48;62;180;46;0;0;0
1;99;246;28;64;97;48;62;180;46;0;0;0
1;99;246;28;65;98;48;62;180;46;0;0;0
